,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
5460,560000.0,4,2.75,7.575584651557793,8.731013415269564,2.0,0.0,0.0,3,8,1950,0.0,1992,0.0,7.620705086838262,5441
5461,323000.0,4,2.75,7.709756864454165,10.821656519422055,1.0,0.0,2.0,4,7,1330,900.0,1977,0.0,7.709756864454165,40770
5462,595000.0,3,1.75,7.705262474866325,10.00247278922055,1.5,0.0,0.0,4,7,2220,0.0,1922,0.0,7.605890001053122,12360
5463,257500.0,4,2.0,7.630461261783627,8.764053269347762,1.0,0.0,0.0,3,7,1170,890.0,1977,0.0,7.5443321080536885,8736
5464,450000.0,3,1.0,7.003065458786462,8.433811582477187,1.0,0.0,0.0,3,7,1100,0.0,1917,0.0,7.090076835776092,5175
5465,410000.0,4,1.0,7.038783541388542,8.882946799288174,1.0,0.0,0.0,3,7,900,240.0,1970,0.0,7.170119543449628,7991
5466,810000.0,3,1.75,7.590852123688581,9.510667161961042,1.0,0.0,2.0,4,9,1320,660.0,1952,0.0,7.803843303538772,10890
5467,372500.0,5,3.0,7.8160138391590275,9.219300113347655,1.0,0.0,0.0,3,7,1300,1180.0,2004,0.0,7.736307096548285,9900
5468,325000.0,3,1.0,6.956545443151569,9.114159813502214,1.0,0.0,0.0,3,7,1050,0.0,1951,0.0,7.272398392570047,9071
5469,280000.0,3,1.0,7.138866999945524,8.943767262734637,1.0,0.0,0.0,3,6,1260,0.0,1947,0.0,7.595889917718538,7861
5470,258000.0,3,2.0,7.426549072397305,9.902386947092095,1.0,0.0,0.0,3,6,880,800.0,1948,0.0,7.673223121121708,11588
5471,329950.0,4,1.0,7.215239978730097,8.68270762989381,1.5,0.0,0.0,4,7,1360,0.0,1949,0.0,6.956545443151569,5900
5472,836000.0,4,2.5,7.803843303538772,9.471704136110091,1.0,0.0,0.0,4,9,2030,420.0,1980,0.0,7.912056888179006,13685
5473,365000.0,5,2.5,7.723120092266331,8.859363449152088,2.0,0.0,0.0,3,8,2260,0.0,1999,0.0,7.687080155783135,6910
5475,864000.0,4,2.5,8.221478947267192,11.569778276563012,2.0,0.0,0.0,4,10,3720,0.0,1984,0.0,7.948031990637284,88256
5476,725000.0,3,1.75,7.383989457978509,9.061027968789174,1.0,0.0,0.0,5,7,1610,0.0,1962,0.0,7.605890001053122,8670
5477,550000.0,4,2.5,8.116715624819111,8.795582216956426,2.0,0.0,0.0,3,8,2670,680.0,1990,0.0,7.912056888179006,5962
5479,765000.0,2,1.75,7.414572881350589,8.294049640102028,1.0,0.0,0.0,3,7,990,670.0,1940,0.0,7.635303886259415,4000
5480,255000.0,3,1.5,7.258412150595307,8.919988070968524,1.0,0.0,0.0,4,7,1420,0.0,1963,0.0,7.450079569807499,7700
5481,439500.0,3,2.5,7.6255950721324535,10.596709730283713,1.0,0.0,0.0,4,8,1570,0.0,1977,0.0,7.90100705199242,46769
5482,268000.0,3,1.75,7.1308988302963465,8.620832226175724,1.0,0.0,0.0,4,7,1250,0.0,1987,0.0,7.402451520818244,4791
5484,751305.0,4,2.5,7.886081401775745,9.0441677169216,2.0,0.0,0.0,3,10,2660,0.0,1994,0.0,7.979338895262328,10697
5485,280000.0,3,1.0,7.2078598714324755,8.929700114313448,1.5,0.0,0.0,3,6,1350,0.0,1914,0.0,7.22983877815125,7470
5486,304000.0,4,2.0,7.501082124259871,9.07680897935166,1.0,0.0,0.0,2,7,1110,700.0,1967,0.0,7.501082124259871,8750
5487,200000.0,4,2.75,7.700747794511798,9.490620114661201,2.0,0.0,0.0,3,8,1730,480.0,1988,0.0,7.4673710669175595,7542
5488,325000.0,3,1.5,7.659171367666058,10.629222922689225,1.0,0.0,0.0,4,7,1420,700.0,1973,0.0,7.484368643286131,42000
5489,736000.0,3,2.25,7.8119734296220225,9.359018964347545,2.0,0.0,2.0,3,8,1540,930.0,1988,0.0,7.955074273262696,11250
5490,426500.0,4,2.5,7.90100705199242,8.781862489558945,2.0,0.0,0.0,3,9,2700,0.0,1998,0.0,7.9724660159745655,6710
5491,640000.0,2,1.75,7.473069088032197,8.389359819906353,1.0,0.0,0.0,4,7,880,880.0,1930,0.0,7.1929342212158,4180
5492,230000.0,5,2.0,7.5652752818989315,8.719317375506371,1.5,0.0,0.0,3,6,1930,0.0,1941,1969.0,7.029972911706386,6120
5493,366350.0,4,1.0,7.426549072397305,8.525756422076725,1.5,0.0,0.0,4,6,1680,0.0,1911,0.0,7.352441100243583,5765
5494,365000.0,2,1.0,7.237059026124737,9.028338763993148,1.0,0.0,0.0,4,6,910,480.0,1946,0.0,7.383989457978509,7847
5495,482000.0,4,2.25,7.7142311448490855,9.026657889542886,2.0,0.0,0.0,3,8,2240,0.0,1979,0.0,7.7142311448490855,6448
5496,345000.0,4,1.0,7.590852123688581,8.986071187374463,1.5,0.0,0.0,3,7,1980,0.0,1962,0.0,7.455876687491824,7700
5497,682000.0,3,1.75,7.512071245835466,8.540909718033554,1.5,0.0,2.0,5,8,1830,0.0,1903,0.0,7.659171367666058,5120
5498,657500.0,3,1.75,6.887552571664617,8.699848026000312,1.0,0.0,0.0,4,6,980,0.0,1942,0.0,7.047517221357296,6054
5500,425000.0,3,1.5,7.414572881350589,8.642062173462106,1.0,0.0,0.0,5,7,920,740.0,1918,0.0,7.333023014386481,5665
5501,532500.0,4,2.5,7.820037989458753,9.07680897935166,2.0,0.0,0.0,3,8,2040,450.0,1976,0.0,7.659171367666058,10240
5502,540000.0,4,2.5,7.753194269884341,9.152287440527566,2.0,0.0,0.0,3,9,2329,0.0,1995,0.0,7.886081401775745,10252
5503,578000.0,3,2.25,7.489970898834801,9.167432870964907,2.0,0.0,0.0,3,8,1790,0.0,1984,0.0,7.630461261783627,9995
5505,322500.0,3,1.0,7.05617528410041,9.185022563991893,1.0,0.0,0.0,3,7,1160,0.0,1968,0.0,7.05617528410041,10565
5507,485000.0,3,2.5,7.8399193600125825,10.855840167555305,1.0,0.0,0.0,4,8,1820,720.0,1976,0.0,7.408530566894626,51836
5508,575000.0,2,1.5,7.4673710669175595,9.888830663192495,1.5,0.0,0.0,4,8,1440,310.0,1978,0.0,7.575584651557793,21075
5509,421000.0,3,2.5,7.969011781106478,9.988747396486952,2.0,0.0,0.0,3,8,2890,0.0,2000,0.0,7.659171367666058,8117
5510,355000.0,4,2.0,7.533693709848633,8.159660737063376,1.0,0.0,0.0,3,7,1200,670.0,1954,0.0,7.146772179452637,3497
5511,515000.0,4,2.25,7.696212639346407,8.848939995030118,2.0,0.0,0.0,3,8,2200,0.0,1986,0.0,7.585788821732034,7439
5512,309000.0,3,1.0,7.170119543449628,8.881836305004146,1.0,0.0,0.0,4,7,1300,0.0,1952,0.0,7.461640392208575,7100
5513,815000.0,5,2.25,8.134467570277563,10.478301546134208,2.0,0.0,0.0,3,10,2530,880.0,1974,0.0,8.0519780789023,43453
5514,285000.0,3,1.0,7.05617528410041,8.971448463693834,1.0,0.0,0.0,3,7,1160,0.0,1953,0.0,7.3777589082278725,7875
5515,700000.0,3,1.75,7.649692623711514,8.517193191416238,1.5,0.0,0.0,3,8,2100,0.0,1916,0.0,7.512071245835466,4200
5516,289000.0,3,2.5,7.306531398939505,9.062768007509048,2.0,0.0,0.0,3,7,1490,0.0,1994,0.0,7.402451520818244,8514
5517,458000.0,4,3.0,8.09559870137819,11.046531313714157,1.5,0.0,0.0,3,7,3280,0.0,1979,0.0,8.07402621612406,73616
5518,230000.0,3,1.75,7.27931883541462,9.03336450150698,1.0,0.0,0.0,4,8,1450,0.0,1978,0.0,7.528331766707247,8496
5519,432500.0,3,2.5,7.5652752818989315,8.87066300440602,1.0,0.0,0.0,4,7,1420,510.0,1961,0.0,7.3777589082278725,8352
5520,288000.0,3,1.75,7.414572881350589,9.25339986143663,1.0,0.0,0.0,3,7,1040,620.0,1978,0.0,7.122866658599083,10380
5521,354000.0,3,1.75,7.138866999945524,9.41979059615839,1.0,0.0,0.0,3,7,1260,0.0,1968,0.0,7.1853870155804165,12800
5523,805000.0,4,3.0,8.116715624819111,10.076642221505265,1.0,0.0,0.0,4,9,2020,1330.0,1979,0.0,7.962067308753666,12036
5524,435000.0,3,2.5,7.258412150595307,7.855932199718614,3.0,0.0,0.0,3,7,1420,0.0,2004,0.0,7.258412150595307,2509
5525,260000.0,3,1.75,7.682482446534506,9.212138753917563,1.0,0.0,0.0,4,7,1630,540.0,1978,0.0,7.6251071482389,15263
5526,377000.0,4,1.75,7.495541943884256,9.034199674257309,1.0,0.0,0.0,5,6,900,900.0,1950,0.0,7.478734825567875,8385
5527,602000.0,4,2.5,7.600902459542082,8.90598676523643,2.0,0.0,0.0,3,8,2000,0.0,1990,0.0,7.575584651557793,5218
5528,530000.0,3,1.75,7.414572881350589,8.476371196895983,1.0,0.0,0.0,3,7,960,700.0,1941,0.0,7.31986492980897,4800
5529,525000.0,4,2.0,7.3395376954076745,8.226840890408578,1.0,0.0,0.0,4,7,770,770.0,1946,0.0,6.993932975223189,5080
5530,250000.0,2,1.5,7.05617528410041,6.990256500493881,2.0,0.0,0.0,3,7,890,270.0,2006,0.0,7.05617528410041,1086
5531,681000.0,3,1.0,7.438383530044307,8.757154527656606,1.5,0.0,0.0,3,7,1700,0.0,1907,0.0,7.640123172695364,6000
5532,625000.0,3,1.75,7.365180126021013,9.932463660772646,1.0,0.0,0.0,3,8,1580,0.0,1970,0.0,7.640123172695364,7800
5533,448500.0,3,2.5,7.640123172695364,8.273846932784508,2.0,0.0,0.0,3,8,2080,0.0,2010,0.0,7.6544432264701125,3710
5534,260000.0,3,2.0,6.937314081223682,8.890135107818843,1.0,0.0,0.0,3,6,1030,0.0,1947,0.0,7.22983877815125,8100
5535,538000.0,3,1.75,7.478734825567875,8.99342737041261,1.0,0.0,0.0,4,7,1020,750.0,1963,0.0,7.600902459542082,7875
5536,385500.0,3,2.0,7.3395376954076745,8.98054977794018,1.0,0.0,0.0,3,7,1120,420.0,1961,0.0,7.554858521040676,7950
5537,428400.0,4,2.5,7.882314918980268,8.699514748210191,2.0,0.0,0.0,3,9,2650,0.0,2000,0.0,7.874739125171811,6381
5538,346290.0,4,2.75,7.897296472595885,9.131297164635729,2.0,0.0,0.0,3,8,2690,0.0,1998,0.0,7.878534196140362,9240
5539,587000.0,4,2.75,7.700747794511798,9.039552050995901,2.0,0.0,0.0,3,9,2210,0.0,1999,0.0,7.807916628926408,8069
5540,355000.0,4,2.5,7.779048644925556,8.820994645747902,2.0,0.0,0.0,3,7,2390,0.0,2003,0.0,7.847762537473608,6346
5541,650000.0,5,2.75,7.855544677915663,8.970177815492379,1.0,0.0,0.0,4,8,1480,1100.0,1964,0.0,7.668561108015897,8400
5542,340000.0,4,2.5,7.67786350067821,8.604287898267172,2.0,0.0,0.0,3,7,2160,0.0,2003,0.0,7.67786350067821,5257
5543,565000.0,4,2.5,7.709756864454165,9.06230429314878,1.0,0.0,0.0,4,8,1430,0.0,1969,0.0,7.585788821732034,8402
5544,630000.0,4,2.0,7.600902459542082,8.517193191416238,1.5,0.0,0.0,5,7,2000,0.0,1925,0.0,7.696212639346407,5000
5545,227000.0,3,1.0,7.154615356913663,8.881558488638976,1.0,0.0,0.0,5,6,1280,0.0,1916,1983.0,7.138866999945524,7198
5546,600000.0,4,2.75,7.940939762327791,9.77984991207795,1.0,0.0,0.0,4,8,1640,1170.0,1978,0.0,7.783224016336037,11240
5547,540400.0,4,1.75,7.426549072397305,8.818482267274236,1.0,0.0,0.0,3,8,1680,0.0,1974,0.0,7.554858521040676,7000
5548,569000.0,3,2.5,7.673223121121708,8.994668835500674,2.0,0.0,0.0,3,8,2150,0.0,1995,0.0,7.673223121121708,7172
5549,735000.0,3,2.5,7.944492163932159,9.0068768914288,2.0,0.0,0.0,3,9,2820,0.0,2004,0.0,7.975908360165538,5000
5550,434000.0,3,2.25,7.4673710669175595,9.143452426434552,1.0,0.0,0.0,3,7,1210,540.0,1987,0.0,7.5652752818989315,8545
5551,578888.0,2,2.0,6.966024187106113,8.294049640102028,1.0,0.0,0.0,2,7,1000,60.0,1914,0.0,7.177782416195197,4000
5552,465425.0,4,2.75,7.795646536334594,9.938854696373419,1.0,0.0,0.0,3,7,2430,0.0,1967,0.0,7.855544677915663,26950
5553,280500.0,4,2.75,7.886081401775745,8.955964118230874,1.5,0.0,0.0,3,8,1590,1070.0,1986,0.0,7.718685495198466,7754
5554,539950.0,2,2.0,7.4205789054108005,8.162516250140179,1.0,0.0,0.0,3,9,1670,0.0,2007,0.0,7.753623546559746,3889
5555,406430.0,3,2.0,7.22983877815125,9.643809676493944,1.0,0.0,0.0,4,7,1380,0.0,1968,0.0,7.22983877815125,15426
5557,250000.0,3,2.5,7.489970898834801,8.730851903519232,2.0,0.0,0.0,3,8,1790,0.0,1992,0.0,7.489970898834801,6758
5558,266000.0,3,2.5,7.570443252057374,9.053335623166017,1.0,0.0,0.0,3,7,1460,480.0,1989,0.0,7.4673710669175595,7803
5559,258000.0,3,2.0,7.237059026124737,8.881836305004146,1.0,0.0,0.0,3,7,1390,0.0,1996,0.0,7.396335293800808,7340
5560,472000.0,3,2.0,7.696212639346407,9.993785190516908,1.0,0.0,2.0,3,8,1200,1000.0,1961,0.0,7.8632667240095735,15162
5561,530000.0,3,2.25,7.142036574706803,7.336936913707618,2.0,0.0,0.0,3,8,1264,0.0,2003,0.0,7.142036574706803,2067
5562,302282.0,2,1.0,6.9985096422506015,8.540909718033554,1.5,0.0,0.0,3,7,1095,0.0,1901,0.0,7.177782416195197,5120
5563,370000.0,2,1.0,6.745236349484363,8.734399150063695,1.0,0.0,0.0,3,6,750,100.0,1916,0.0,7.539027055823995,5500
5564,625000.0,4,2.0,7.473069088032197,8.576781982827894,1.5,0.0,0.0,4,7,1170,590.0,1948,0.0,7.52294091807237,6600
5566,334000.0,3,1.75,7.24422751560335,8.909910726701899,1.0,0.0,0.0,3,7,1400,0.0,1961,0.0,7.506591780070841,7440
5567,362000.0,5,3.0,7.501082124259871,8.006367567650246,2.0,0.0,0.0,3,7,1810,0.0,1998,0.0,7.4205789054108005,3000
5568,181000.0,2,1.0,7.177782416195197,8.294049640102028,1.0,0.0,0.0,3,7,950,360.0,1942,0.0,7.177782416195197,4000
5569,241500.0,3,1.0,7.24422751560335,9.251962046667002,1.0,0.0,0.0,4,7,1400,0.0,1968,0.0,7.272398392570047,10425
5570,245000.0,3,1.75,7.762170607138205,9.450930836894113,1.0,0.0,0.0,4,7,1180,1170.0,1964,0.0,7.426549072397305,10400
5571,227500.0,3,1.0,7.047517221357296,9.087946723762116,1.0,0.0,0.0,3,7,1150,0.0,1968,0.0,7.106606137727303,9576
5573,450000.0,3,2.25,7.414572881350589,9.234740258799718,1.0,0.0,0.0,5,7,1130,530.0,1968,0.0,7.426549072397305,7637
5574,485000.0,3,1.75,7.575584651557793,9.21830854162536,1.0,0.0,0.0,4,7,1950,0.0,1967,0.0,7.757906208351747,8800
5575,353000.0,4,1.75,7.484368643286131,9.189525232262262,1.0,0.0,0.0,3,7,1780,0.0,1967,0.0,7.05617528410041,9750
5576,500000.0,4,3.0,7.803843303538772,8.448485993406447,2.0,0.0,0.0,3,8,2450,0.0,2004,0.0,7.807916628926408,4895
5577,360000.0,1,2.25,7.630461261783627,9.268609280100158,1.5,0.0,0.0,3,7,1560,500.0,1927,1983.0,7.630461261783627,11880
5578,357500.0,3,1.5,7.3395376954076745,9.380758024267314,1.0,0.0,0.0,4,7,1540,0.0,1966,0.0,7.346010209913293,11473
5579,272000.0,3,2.5,7.408530566894626,9.533582619826515,2.0,0.0,0.0,3,7,1650,0.0,1998,0.0,7.408530566894626,15144
5580,422000.0,3,1.0,7.05617528410041,8.968778235137956,1.0,0.0,0.0,3,7,1160,0.0,1960,0.0,7.170119543449628,8317
5581,365000.0,2,2.0,7.272398392570047,9.615805480084347,1.0,0.0,0.0,3,7,1440,0.0,1985,0.0,7.484368643286131,15000
5582,450000.0,3,1.75,7.673223121121708,9.531626451841742,1.0,0.0,0.0,4,8,1610,540.0,1966,0.0,7.673223121121708,15480
5583,275053.0,2,1.0,6.966024187106113,8.780172651227646,1.0,0.0,0.0,3,6,1060,0.0,1950,0.0,7.003065458786462,7200
5585,725000.0,3,1.75,7.396335293800808,9.104979856318357,1.0,0.0,0.0,3,7,960,670.0,1955,0.0,7.539027055823995,9000
5586,235000.0,3,1.75,7.517520850603031,9.179571838304547,1.0,0.0,0.0,4,7,1500,340.0,1985,0.0,7.265429723253953,8079
5587,510000.0,2,1.0,6.709304340258298,8.344267356262645,1.0,0.0,0.0,3,5,820,0.0,1949,0.0,7.501082124259871,7200
5588,489950.0,2,1.0,6.709304340258298,8.344267356262645,1.0,0.0,0.0,3,5,820,0.0,1949,0.0,7.501082124259871,7200
5589,463000.0,3,2.5,7.605890001053122,8.341648618901306,2.0,0.0,0.0,3,8,2010,0.0,1998,0.0,7.605890001053122,5779
5590,536000.0,4,2.25,7.595889917718538,8.690810307580046,2.0,0.0,0.0,3,8,1990,0.0,1991,0.0,7.673223121121708,6459
5591,375000.0,4,2.5,8.003028666384733,8.723394022000136,2.0,0.0,0.0,3,8,2990,0.0,2003,0.0,7.859413154693583,6512
5592,630000.0,4,2.5,7.8399193600125825,8.461046030793236,2.0,0.0,0.0,3,9,2540,0.0,1999,0.0,8.199738960630786,5129
5593,362000.0,3,2.25,7.402451520818244,9.573176298028388,1.0,0.0,0.0,4,7,1140,500.0,1963,0.0,7.61085279039525,10500
5594,350000.0,4,2.75,7.824046010856292,9.36383369293329,1.0,0.0,2.0,3,9,1490,1010.0,1979,0.0,7.948031990637284,9915
5596,255000.0,3,2.0,7.313220387090301,9.079662048334066,1.0,0.0,0.0,3,6,1390,110.0,1943,0.0,7.177782416195197,8775
5597,269000.0,4,2.5,7.374001859350161,8.944419791305915,1.0,0.0,0.0,5,7,1088,506.0,1975,0.0,7.336936913707618,6000
5598,370000.0,4,3.0,7.6638772587034705,8.484256691169973,1.5,0.0,0.0,4,7,2130,0.0,1930,0.0,6.975413927455952,4838
5599,270000.0,3,1.0,7.029972911706386,8.977146484808472,1.0,0.0,0.0,3,7,1130,0.0,1961,0.0,7.237059026124737,8580
5600,265000.0,3,2.0,7.432483807917119,9.160729871422848,1.0,0.0,0.0,3,7,1690,0.0,1997,0.0,7.52294091807237,9516
5601,487000.0,2,1.0,7.272398392570047,8.305484017727691,1.0,0.0,0.0,3,7,960,480.0,1946,0.0,7.24422751560335,4046
5602,835000.0,4,3.25,8.0925452638913,8.704004653483045,2.0,0.0,0.0,3,10,3270,0.0,2001,0.0,8.0925452638913,6546
5603,850000.0,4,3.25,8.37793112408273,11.632928257364926,1.0,0.0,0.0,3,9,2200,2150.0,2006,0.0,7.687080155783135,223027
5604,575000.0,4,2.75,7.383989457978509,9.32375833901174,1.0,0.0,0.0,5,7,1020,590.0,1982,0.0,7.383989457978509,9000
5605,335000.0,3,1.0,6.856461984594587,8.987196820661973,1.0,0.0,0.0,3,7,950,0.0,1968,0.0,7.727535110475448,8540
5606,318000.0,3,1.0,6.917705609835305,8.881836305004146,1.0,0.0,0.0,5,6,1010,0.0,1948,0.0,7.371489295214277,7663
5607,510000.0,3,2.0,7.258412150595307,9.334767950351235,1.0,0.0,0.0,3,7,1420,0.0,1980,0.0,7.753623546559746,3474
5608,242500.0,3,1.5,7.090076835776092,9.181940897454485,1.0,0.0,0.0,4,7,1200,0.0,1965,0.0,7.22983877815125,10284
5609,750000.0,5,2.25,7.61085279039525,9.035986984831405,1.0,0.0,0.0,4,7,1010,1010.0,1963,0.0,7.5443321080536885,9233
5610,439900.0,5,3.5,8.128585200374497,8.980927207648378,2.0,0.0,2.0,3,7,3390,0.0,2003,0.0,7.855544677915663,6900
5611,710000.0,2,1.0,7.438383530044307,8.019612794400267,1.5,0.0,0.0,3,8,1460,240.0,1914,0.0,7.3901814282264295,3230
5613,435000.0,3,1.75,7.615791072035833,9.525151111816216,1.0,0.0,0.0,3,8,1630,400.0,1976,0.0,7.659171367666058,11200
5614,874000.0,4,2.75,7.958576903813898,8.834482608620677,1.0,0.0,1.0,5,7,1560,1300.0,1946,0.0,7.736307096548285,5350
5615,385000.0,4,1.75,7.432483807917119,8.313852267398207,1.0,0.0,0.0,4,7,870,820.0,1984,0.0,7.1853870155804165,4080
5617,477000.0,3,1.75,7.484368643286131,8.997765772011208,1.0,0.0,0.0,3,7,1210,570.0,1976,0.0,7.484368643286131,8085
5618,500000.0,3,2.0,7.346010209913293,8.763115329619787,1.5,0.0,0.0,5,8,1550,0.0,1918,0.0,7.272398392570047,6387
5619,885000.0,4,2.5,8.316300249036848,9.325898712610455,2.0,0.0,0.0,3,10,4090,0.0,2005,0.0,8.163371316459912,8762
5620,235000.0,2,1.0,6.779921907472252,8.630521876723241,1.0,0.0,0.0,5,7,880,0.0,1955,0.0,7.122866658599083,7015
5621,210000.0,3,2.75,7.1853870155804165,9.631416327598494,1.0,0.0,0.0,3,7,880,440.0,1995,0.0,7.306531398939505,8351
5622,320000.0,2,1.0,6.856461984594587,8.294049640102028,1.0,0.0,0.0,3,6,950,0.0,1910,0.0,7.299797366758161,4000
5623,406000.0,3,1.75,7.237059026124737,8.975124239427704,1.0,0.0,0.0,3,7,1390,0.0,1985,0.0,7.554858521040676,7904
5624,350000.0,3,1.75,7.549609165154532,9.232590980911002,1.0,0.0,0.0,4,8,1220,680.0,1963,0.0,7.52294091807237,12630
5625,350000.0,2,0.75,7.238496840894365,10.68533218785736,1.5,0.0,0.0,4,7,1392,0.0,1978,0.0,7.402451520818244,99316
5626,720000.0,4,2.5,8.113726085970747,9.097171673870545,2.0,0.0,2.0,3,10,3340,0.0,1999,0.0,8.058327306580958,7865
5627,604700.0,4,2.75,7.919356190660617,9.614604759507829,1.0,0.0,3.0,3,9,1720,0.0,1981,0.0,7.958576903813898,16344
5628,343000.0,3,1.0,7.24422751560335,8.641532465671846,1.5,0.0,0.0,5,5,1400,0.0,1920,0.0,7.1308988302963465,14375
5629,558000.0,3,2.25,7.705262474866325,9.665039989962045,1.0,0.0,0.0,3,8,1280,940.0,1982,0.0,7.61085279039525,14098
5630,364000.0,4,1.0,7.098375638590786,8.954156966583772,1.5,0.0,0.0,3,7,1210,0.0,1922,0.0,7.003065458786462,7740
5631,420000.0,3,1.75,7.779048644925556,9.32741204356202,1.0,0.0,0.0,3,7,1290,1100.0,1959,0.0,7.727535110475448,9650
5632,450000.0,5,2.0,7.533693709848633,8.901638932300326,1.5,0.0,0.0,3,7,1870,0.0,1960,0.0,7.533693709848633,7650
5633,392000.0,2,1.5,6.84587987526405,8.517193191416238,1.0,0.0,0.0,4,7,810,130.0,1925,0.0,6.84587987526405,5026
5635,480000.0,3,2.5,7.1308988302963465,7.005789019253503,3.0,0.0,2.0,3,8,1250,0.0,2005,0.0,7.1308988302963465,1188
5636,212000.0,3,1.5,6.966024187106113,9.129672468908728,1.0,0.0,0.0,4,7,1060,0.0,1955,0.0,7.146772179452637,9375
5637,560000.0,5,2.5,7.787382026484701,9.100525505968976,1.0,0.0,0.0,5,7,1600,810.0,1978,0.0,7.787382026484701,11514
5638,359950.0,5,2.75,7.952966790923131,8.29154650988391,2.0,0.0,0.0,3,8,2844,0.0,2013,0.0,7.728855823852543,3900
5639,535000.0,4,2.5,7.696212639346407,11.614055042820233,1.0,0.0,0.0,5,7,1330,870.0,1979,0.0,7.736307096548285,51400
5641,720000.0,2,1.0,7.365180126021013,7.695757990554761,2.0,0.0,2.0,3,8,1580,0.0,1921,1995.0,7.682482446534506,4405
5642,619950.0,2,1.0,7.326465613840322,8.594154232552366,1.0,0.0,0.0,3,7,920,600.0,1951,0.0,7.3777589082278725,5400
5643,489000.0,3,2.5,7.723120092266331,9.894497260697996,2.0,0.0,0.0,3,9,2260,0.0,1994,0.0,7.919356190660617,22718
5644,415000.0,4,2.0,7.495541943884256,7.996317231796746,1.0,0.0,0.0,4,7,1000,800.0,1923,0.0,7.432483807917119,3801
5645,672500.0,4,2.5,7.882314918980268,9.31542084842669,2.0,0.0,0.0,3,10,2650,0.0,1987,0.0,7.882314918980268,11585
5646,352500.0,3,1.0,6.907755278982137,8.335911094196945,1.0,0.0,0.0,3,7,1000,0.0,1985,0.0,6.993932975223189,3479
5647,258750.0,4,2.0,7.7406644019172415,9.035986984831405,1.0,0.0,0.0,4,6,1150,1150.0,1962,0.0,7.114769448366463,8400
5648,350000.0,3,1.0,6.984716320118266,8.85366542803745,1.0,0.0,0.0,4,6,1080,0.0,1916,0.0,7.251344983372214,7214
5650,378500.0,2,1.0,6.593044534142437,8.926384681265215,1.0,0.0,0.0,3,7,730,0.0,1946,0.0,7.3901814282264295,7528
5652,419000.0,3,1.5,7.358830898342354,8.809862805379057,1.0,0.0,0.0,4,7,1570,0.0,1956,0.0,7.358830898342354,7300
5653,895000.0,5,3.0,7.964155718840937,9.541584681053092,1.0,0.0,2.0,4,9,1970,906.0,1973,0.0,8.160518247477505,14454
5654,668500.0,4,2.25,7.736307096548285,9.163877497565842,1.0,0.0,0.0,4,8,1780,510.0,1976,0.0,7.7664168980196555,8864
5655,487000.0,2,2.5,7.293017679772782,7.837159650001675,2.0,0.0,0.0,3,8,1470,0.0,2005,0.0,7.293017679772782,6511
5656,538000.0,3,3.5,7.8709295967551425,9.2239473753824,2.0,0.0,0.0,3,8,1970,650.0,1992,0.0,7.580699752224563,7680
5657,898000.0,5,1.5,7.893572073504902,10.240459664198992,1.0,0.0,0.0,4,8,1450,1230.0,1963,0.0,7.9724660159745655,22180
5658,315000.0,4,2.0,7.61085279039525,8.957639268419648,1.0,0.0,0.0,3,8,2020,0.0,1995,0.0,7.570443252057374,8239
5659,800000.0,3,2.5,7.649692623711514,8.39840965542627,2.0,0.0,4.0,3,7,2100,0.0,1945,0.0,7.649692623711514,6000
5660,516130.0,3,1.75,7.31986492980897,9.017968479328726,1.0,0.0,0.0,4,8,1510,0.0,1962,0.0,7.478734825567875,8250
5663,355425.0,4,2.5,8.08271113423758,9.117347505127018,1.0,0.0,2.0,4,8,1678,1560.0,1979,0.0,8.024862150286411,9668
5665,689000.0,4,2.5,7.61085279039525,9.169518377455928,2.0,0.0,0.0,4,7,2020,0.0,1954,0.0,7.718685495198466,8550
5666,500000.0,3,3.25,7.326465613840322,7.313220387090301,3.0,0.0,0.0,3,7,1520,0.0,2000,0.0,7.326465613840322,1323
5667,430000.0,5,2.5,8.258422462458876,10.662726734458161,1.0,0.0,3.0,4,8,2300,1560.0,1955,0.0,7.832014180505469,19353
5668,299500.0,4,2.25,7.3777589082278725,9.636392113692736,1.0,0.0,0.0,4,7,1080,520.0,1979,0.0,7.3901814282264295,12375
5669,349950.0,4,2.5,7.644919344958857,8.57338447106598,2.0,0.0,0.0,3,8,2090,0.0,1989,0.0,7.640123172695364,7109
5672,329000.0,3,1.0,6.802394763324311,9.169518377455928,1.0,0.0,0.0,4,7,900,0.0,1970,0.0,7.106606137727303,8240
5673,575000.0,3,1.75,7.450079569807499,8.6921543938039,2.0,0.0,0.0,3,8,1720,0.0,1981,0.0,7.3901814282264295,9324
5674,529900.0,5,2.25,8.016317898503415,9.151651375627504,2.0,0.0,0.0,4,8,2600,430.0,1961,0.0,7.709756864454165,8425
5676,725000.0,4,1.75,7.691656822810547,9.148464968258095,1.0,0.0,0.0,4,7,1450,740.0,1962,0.0,7.590852123688581,9000
5677,286000.0,3,2.5,7.426549072397305,8.517193191416238,2.0,0.0,0.0,3,8,1680,0.0,1987,0.0,7.450079569807499,5000
5678,335000.0,3,2.0,7.098375638590786,9.202912856147385,1.0,0.0,0.0,4,7,1210,0.0,1954,2015.0,7.432483807917119,9737
